Date,Close
21/10/2016 ,132.07
24/10/2016 ,133.28
25/10/2016 ,132.29
26/10/2016 ,131.04
27/10/2016 ,129.69
28/10/2016 ,131.29
31/10/2016 ,130.99
01/11/2016 ,129.5
02/11/2016 ,127.17
03/11/2016 ,120
04/11/2016 ,120.75
07/11/2016 ,122.15
08/11/2016 ,124.22
09/11/2016 ,123.18
10/11/2016 ,120.8
11/11/2016 ,119.02
14/11/2016 ,115.08
15/11/2016 ,117.2
16/11/2016 ,116.34
17/11/2016 ,117.79
18/11/2016 ,117.02
21/11/2016 ,121.77
22/11/2016 ,121.47
23/11/2016 ,120.84
25/11/2016 ,120.38
28/11/2016 ,120.41
29/11/2016 ,120.87
30/11/2016 ,118.42
01/12/2016 ,115.1
02/12/2016 ,115.4
05/12/2016 ,117.43
06/12/2016 ,117.31
07/12/2016 ,117.95
08/12/2016 ,118.91
09/12/2016 ,119.68
12/12/2016 ,117.77
13/12/2016 ,120.31
14/12/2016 ,120.21
15/12/2016 ,120.57
16/12/2016 ,119.87
19/12/2016 ,119.24
20/12/2016 ,119.09
21/12/2016 ,119.04
22/12/2016 ,117.4
23/12/2016 ,117.27
27/12/2016 ,118.01
28/12/2016 ,116.92
29/12/2016 ,116.35
30/12/2016 ,115.05
03/01/2017 ,116.86
04/01/2017 ,118.69
05/01/2017 ,120.67
06/01/2017 ,123.41
09/01/2017 ,124.9
10/01/2017 ,124.35
11/01/2017 ,126.09
12/01/2017 ,126.62
13/01/2017 ,128.34
17/01/2017 ,127.87
18/01/2017 ,127.92
19/01/2017 ,127.55
20/01/2017 ,127.04
23/01/2017 ,128.93
24/01/2017 ,129.37
25/01/2017 ,131.48
26/01/2017 ,132.78
27/01/2017 ,132.18
30/01/2017 ,130.98
31/01/2017 ,130.32
01/02/2017 ,133.23
02/02/2017 ,130.84
03/02/2017 ,130.98
06/02/2017 ,132.06
07/02/2017 ,131.84
08/02/2017 ,134.2
09/02/2017 ,134.14
10/02/2017 ,134.19
13/02/2017 ,134.05
14/02/2017 ,133.85
15/02/2017 ,133.44
16/02/2017 ,133.84
17/02/2017 ,133.53
21/02/2017 ,133.72
22/02/2017 ,136.12
23/02/2017 ,135.36
24/02/2017 ,135.44
27/02/2017 ,136.41
28/02/2017 ,135.54
01/03/2017 ,137.42
02/03/2017 ,136.76
03/03/2017 ,137.17
06/03/2017 ,137.42
07/03/2017 ,137.3
08/03/2017 ,137.72
09/03/2017 ,138.24
10/03/2017 ,138.79
13/03/2017 ,139.6
14/03/2017 ,139.32
15/03/2017 ,139.72
16/03/2017 ,139.99
17/03/2017 ,139.84
20/03/2017 ,139.94
21/03/2017 ,138.51
22/03/2017 ,139.59
23/03/2017 ,139.53
24/03/2017 ,140.34
27/03/2017 ,140.32
28/03/2017 ,141.76
29/03/2017 ,142.65
30/03/2017 ,142.41
31/03/2017 ,142.05
03/04/2017 ,142.28
04/04/2017 ,141.73
05/04/2017 ,141.85
06/04/2017 ,141.17
07/04/2017 ,140.78
10/04/2017 ,141.04
11/04/2017 ,139.92
12/04/2017 ,139.58
13/04/2017 ,139.39
17/04/2017 ,141.42
18/04/2017 ,140.96
19/04/2017 ,142.27
20/04/2017 ,143.8
21/04/2017 ,143.68
24/04/2017 ,145.47
25/04/2017 ,146.49
26/04/2017 ,146.56
27/04/2017 ,147.7
28/04/2017 ,150.25
01/05/2017 ,152.46
02/05/2017 ,152.78
03/05/2017 ,151.8
04/05/2017 ,150.85
05/05/2017 ,150.24
08/05/2017 ,151.06
09/05/2017 ,150.48
10/05/2017 ,150.29
11/05/2017 ,150.04
12/05/2017 ,150.33
15/05/2017 ,150.19
16/05/2017 ,149.78
17/05/2017 ,144.85
18/05/2017 ,147.66
19/05/2017 ,148.06
22/05/2017 ,148.24
23/05/2017 ,148.07
24/05/2017 ,150.04
25/05/2017 ,151.96
26/05/2017 ,152.13
30/05/2017 ,152.38
31/05/2017 ,151.46
01/06/2017 ,151.53
02/06/2017 ,153.61
05/06/2017 ,153.63
06/06/2017 ,152.81
07/06/2017 ,153.12
08/06/2017 ,154.71
09/06/2017 ,149.6
12/06/2017 ,148.44
13/06/2017 ,150.68
14/06/2017 ,150.25
15/06/2017 ,149.8
16/06/2017 ,150.64
19/06/2017 ,152.87
20/06/2017 ,152.25
21/06/2017 ,153.91
22/06/2017 ,153.4
23/06/2017 ,155.07
26/06/2017 ,153.59
27/06/2017 ,150.58
28/06/2017 ,153.24
29/06/2017 ,151.04
30/06/2017 ,150.98
03/07/2017 ,148.43
05/07/2017 ,150.34
06/07/2017 ,148.82
07/07/2017 ,151.44
10/07/2017 ,153.5
11/07/2017 ,155.27
12/07/2017 ,158.9
13/07/2017 ,159.26
14/07/2017 ,159.97
17/07/2017 ,159.73
18/07/2017 ,162.86
19/07/2017 ,164.14
20/07/2017 ,164.53
21/07/2017 ,164.43
24/07/2017 ,166
25/07/2017 ,165.28
26/07/2017 ,165.61
27/07/2017 ,170.44
28/07/2017 ,172.45
31/07/2017 ,169.25
01/08/2017 ,169.86
02/08/2017 ,169.3
03/08/2017 ,168.59
04/08/2017 ,169.62
07/08/2017 ,171.98
08/08/2017 ,171.23
09/08/2017 ,171.18
10/08/2017 ,167.4
11/08/2017 ,168.08
14/08/2017 ,170.75
15/08/2017 ,171
16/08/2017 ,170
17/08/2017 ,166.91
18/08/2017 ,167.41
21/08/2017 ,167.78
22/08/2017 ,169.64
23/08/2017 ,168.71
24/08/2017 ,167.74
25/08/2017 ,166.32
28/08/2017 ,167.24
29/08/2017 ,168.05
30/08/2017 ,169.92
31/08/2017 ,171.97
01/09/2017 ,172.02
05/09/2017 ,170.72
06/09/2017 ,172.09
07/09/2017 ,173.21
08/09/2017 ,170.95
11/09/2017 ,173.51
12/09/2017 ,172.96
13/09/2017 ,173.05
14/09/2017 ,170.96
15/09/2017 ,171.64
18/09/2017 ,170.01
19/09/2017 ,172.52
20/09/2017 ,172.17
21/09/2017 ,171.11
22/09/2017 ,170.54
25/09/2017 ,162.87
26/09/2017 ,164.21
27/09/2017 ,167.68
28/09/2017 ,168.73
29/09/2017 ,170.87
02/10/2017 ,169.47
03/10/2017 ,169.96
04/10/2017 ,168.42
05/10/2017 ,171.24
06/10/2017 ,172.23
09/10/2017 ,172.5
10/10/2017 ,171.59
11/10/2017 ,172.74
12/10/2017 ,172.55
13/10/2017 ,173.74
16/10/2017 ,174.52
17/10/2017 ,176.11
18/10/2017 ,176.03
19/10/2017 ,174.56
20/10/2017 ,174.98
23/10/2017 ,171.27
24/10/2017 ,171.8
25/10/2017 ,170.6
26/10/2017 ,170.63
27/10/2017 ,177.88
30/10/2017 ,179.87
31/10/2017 ,180.06
01/11/2017 ,182.66
02/11/2017 ,178.92
03/11/2017 ,178.92
06/11/2017 ,180.17
07/11/2017 ,180.25
08/11/2017 ,179.56
09/11/2017 ,179.3
10/11/2017 ,178.46
13/11/2017 ,178.77
14/11/2017 ,178.07
15/11/2017 ,177.95
16/11/2017 ,179.59
17/11/2017 ,179
20/11/2017 ,178.74
21/11/2017 ,181.86
22/11/2017 ,180.87
24/11/2017 13:00:00,182.78
27/11/2017 ,183.03
28/11/2017 ,182.42
29/11/2017 ,175.13
30/11/2017 ,177.18
01/12/2017 ,175.1
04/12/2017 ,171.47
05/12/2017 ,172.83
06/12/2017 ,176.06
07/12/2017 ,180.14
08/12/2017 ,179
11/12/2017 ,179.04
12/12/2017 ,176.96
13/12/2017 ,178.3
14/12/2017 ,178.39
15/12/2017 ,180.18
18/12/2017 ,180.82
19/12/2017 ,179.51
20/12/2017 ,177.89
21/12/2017 ,177.45
22/12/2017 ,177.2
26/12/2017 ,175.99
27/12/2017 ,177.62
28/12/2017 ,177.92
29/12/2017 ,176.46
02/01/2018 ,181.42
03/01/2018 ,184.67
04/01/2018 ,184.33
05/01/2018 ,186.85
08/01/2018 ,188.28
09/01/2018 ,187.87
10/01/2018 ,187.84
11/01/2018 ,187.77
12/01/2018 ,179.37
16/01/2018 ,178.39
17/01/2018 ,177.6
18/01/2018 ,179.8
19/01/2018 ,181.29
22/01/2018 ,185.37
23/01/2018 ,189.35
24/01/2018 ,186.55
25/01/2018 ,187.48
26/01/2018 ,190
29/01/2018 ,185.98
30/01/2018 ,187.12
31/01/2018 ,186.89
01/02/2018 ,193.09
02/02/2018 ,190.28
05/02/2018 ,181.26
06/02/2018 ,185.31
07/02/2018 ,180.18
08/02/2018 ,171.58
09/02/2018 ,176.11
12/02/2018 ,176.41
13/02/2018 ,173.15
14/02/2018 ,179.52
15/02/2018 ,179.96
16/02/2018 ,177.36
20/02/2018 ,176.01
21/02/2018 ,177.91
22/02/2018 ,178.99
23/02/2018 ,183.29
26/02/2018 ,184.93
27/02/2018 ,181.46
28/02/2018 ,178.32
01/03/2018 ,175.94
02/03/2018 ,176.62
05/03/2018 ,180.4
06/03/2018 ,179.78
07/03/2018 ,183.71
08/03/2018 ,182.34
09/03/2018 ,185.23
12/03/2018 ,184.76
13/03/2018 ,181.88
14/03/2018 ,184.19
15/03/2018 ,183.86
16/03/2018 ,185.09
19/03/2018 ,172.56
20/03/2018 ,168.15
21/03/2018 ,169.39
22/03/2018 ,164.89
23/03/2018 ,159.39
26/03/2018 ,160.06
27/03/2018 ,152.22
28/03/2018 ,153.03
29/03/2018 ,159.79
02/04/2018 ,155.39
03/04/2018 ,156.11
04/04/2018 ,155.1
05/04/2018 ,159.34
06/04/2018 ,157.2
09/04/2018 ,157.93
10/04/2018 ,165.04
11/04/2018 ,166.32
12/04/2018 ,163.87
13/04/2018 ,164.52
16/04/2018 ,164.83
17/04/2018 ,168.66
18/04/2018 ,166.36
19/04/2018 ,168.1
20/04/2018 ,166.28
23/04/2018 ,165.84
24/04/2018 ,159.69
25/04/2018 ,159.69
26/04/2018 ,174.16
27/04/2018 ,173.59
30/04/2018 ,172
01/05/2018 ,173.86
02/05/2018 ,176.07
03/05/2018 ,174.02
04/05/2018 ,176.61
07/05/2018 ,177.97
08/05/2018 ,178.92
09/05/2018 ,182.66
10/05/2018 ,185.53
11/05/2018 ,186.99
14/05/2018 ,186.64
15/05/2018 ,184.32
16/05/2018 ,183.2
17/05/2018 ,183.76
18/05/2018 ,182.68
21/05/2018 ,184.49
22/05/2018 ,183.8
23/05/2018 ,186.9
24/05/2018 ,185.93
25/05/2018 ,184.92
29/05/2018 ,185.74
30/05/2018 ,187.67
31/05/2018 ,187.67
01/06/2018 ,193.99
04/06/2018 ,193.28
05/06/2018 ,192.94
06/06/2018 ,191.34
07/06/2018 ,188.18
08/06/2018 ,189.1
11/06/2018 ,191.54
12/06/2018 ,192.4
13/06/2018 ,192.41
14/06/2018 ,196.81
15/06/2018 ,195.85
18/06/2018 ,198.31
19/06/2018 ,197.49
20/06/2018 ,202
21/06/2018 ,201.5
22/06/2018 ,201.74
25/06/2018 ,196.35
26/06/2018 ,199
27/06/2018 ,195.84
28/06/2018 ,196.23
29/06/2018 ,194.32
02/07/2018 ,197.36
03/07/2018 13:00:00,192.73
05/07/2018 ,198.45
06/07/2018 ,203.23
09/07/2018 ,204.74
10/07/2018 ,203.54
11/07/2018 ,202.54
12/07/2018 ,206.92
13/07/2018 ,207.32
16/07/2018 ,207.23
17/07/2018 ,209.99
18/07/2018 ,209.36
19/07/2018 ,208.09
20/07/2018 ,209.94
23/07/2018 ,210.91
24/07/2018 ,214.67
25/07/2018 ,217.5
26/07/2018 ,176.26
27/07/2018 ,174.89
30/07/2018 ,171.06
31/07/2018 ,172.58
01/08/2018 ,171.65
02/08/2018 ,176.37
03/08/2018 ,177.78
06/08/2018 ,185.69
07/08/2018 ,183.81
08/08/2018 ,185.18
09/08/2018 ,183.09
10/08/2018 ,180.26
13/08/2018 ,180.05
14/08/2018 ,181.11
15/08/2018 ,179.53
16/08/2018 ,174.7
17/08/2018 ,173.8
20/08/2018 ,172.5
21/08/2018 ,172.62
22/08/2018 ,173.64
23/08/2018 ,172.9
24/08/2018 ,174.65
27/08/2018 ,177.46
28/08/2018 ,176.26
29/08/2018 ,175.9
30/08/2018 ,177.64
31/08/2018 ,175.73
04/09/2018 ,171.16
05/09/2018 ,167.18
06/09/2018 ,162.53
07/09/2018 ,163.04
10/09/2018 ,164.18
11/09/2018 ,165.94
12/09/2018 ,162
13/09/2018 ,161.36
14/09/2018 ,162.32
17/09/2018 ,160.58
18/09/2018 ,160.3
19/09/2018 ,163.06
20/09/2018 ,166.02
21/09/2018 ,162.93
24/09/2018 ,165.41
25/09/2018 ,164.91
26/09/2018 ,166.95
27/09/2018 ,168.84
28/09/2018 ,164.46
01/10/2018 ,162.44
02/10/2018 ,159.33
03/10/2018 ,162.43
04/10/2018 ,158.85
05/10/2018 ,157.33
08/10/2018 ,157.25
09/10/2018 ,157.9
10/10/2018 ,151.38
11/10/2018 ,153.35
12/10/2018 ,153.74
15/10/2018 ,153.52
16/10/2018 ,158.78
17/10/2018 ,159.42
18/10/2018 ,154.92
19/10/2018 ,154.05
22/10/2018 ,154.78
23/10/2018 ,154.39
24/10/2018 ,146.04
25/10/2018 ,150.95
26/10/2018 ,145.37
29/10/2018 ,142.09
30/10/2018 ,146.22
31/10/2018 ,151.79
01/11/2018 ,151.75
02/11/2018 ,150.35
05/11/2018 ,148.68
06/11/2018 ,149.94
07/11/2018 ,151.53
08/11/2018 ,147.87
09/11/2018 ,144.96
12/11/2018 ,141.55
13/11/2018 ,142.16
14/11/2018 ,144.22
15/11/2018 ,143.85
16/11/2018 ,139.53
19/11/2018 ,131.55
20/11/2018 ,132.43
21/11/2018 ,134.82
23/11/2018 13:00:00,131.73
26/11/2018 ,136.38
27/11/2018 ,135
28/11/2018 ,136.76
29/11/2018 ,138.68
30/11/2018 ,140.61
03/12/2018 ,141.09
04/12/2018 ,137.93
06/12/2018 ,139.63
07/12/2018 ,137.42
10/12/2018 ,141.85
11/12/2018 ,142.08
12/12/2018 ,144.5
13/12/2018 ,145.01
14/12/2018 ,144.06
17/12/2018 ,140.19
18/12/2018 ,143.66
19/12/2018 ,133.24
20/12/2018 ,133.4
21/12/2018 ,124.95
24/12/2018 13:00:00,124.06
26/12/2018 ,134.18
27/12/2018 ,134.52
28/12/2018 ,133.2
31/12/2018 ,131.09
02/01/2019 ,135.68
03/01/2019 ,131.74
04/01/2019 ,137.95
07/01/2019 ,138.05
08/01/2019 ,142.53
09/01/2019 ,144.23
10/01/2019 ,144.2
11/01/2019 ,143.8
14/01/2019 ,145.39
15/01/2019 ,148.95
16/01/2019 ,147.54
17/01/2019 ,148.3
18/01/2019 ,150.04
22/01/2019 ,147.57
23/01/2019 ,144.3
24/01/2019 ,145.83
25/01/2019 ,149.01
28/01/2019 ,147.47
29/01/2019 ,144.19
30/01/2019 ,150.42
31/01/2019 ,166.69
01/02/2019 ,165.71
04/02/2019 ,169.25
05/02/2019 ,171.16
06/02/2019 ,170.49
07/02/2019 ,166.38
08/02/2019 ,167.33
11/02/2019 ,165.79
12/02/2019 ,165.04
13/02/2019 ,164.07
14/02/2019 ,163.95
15/02/2019 ,162.5
19/02/2019 ,162.29
20/02/2019 ,162.56
21/02/2019 ,160.04
22/02/2019 ,161.89
25/02/2019 ,164.62
26/02/2019 ,164.13
27/02/2019 ,162.81
28/02/2019 ,161.45
01/03/2019 ,162.28
04/03/2019 ,167.37
05/03/2019 ,171.26
06/03/2019 ,172.51
07/03/2019 ,169.13
08/03/2019 ,169.6
11/03/2019 ,172.07
12/03/2019 ,171.92
13/03/2019 ,173.37
14/03/2019 ,170.17
15/03/2019 ,165.98
18/03/2019 ,160.47
19/03/2019 ,161.57
20/03/2019 ,165.44
21/03/2019 ,166.08
22/03/2019 ,164.34
25/03/2019 ,166.29
26/03/2019 ,167.68
27/03/2019 ,165.87
28/03/2019 ,165.55
29/03/2019 ,166.69
01/04/2019 ,168.7
02/04/2019 ,174.2
03/04/2019 ,173.54
04/04/2019 ,176.02
05/04/2019 ,175.72
08/04/2019 ,174.93
09/04/2019 ,177.58
10/04/2019 ,177.82
11/04/2019 ,177.51
12/04/2019 ,179.1
15/04/2019 ,179.65
16/04/2019 ,178.87
17/04/2019 ,178.78
18/04/2019 ,178.28
22/04/2019 ,181.44
23/04/2019 ,183.78
24/04/2019 ,182.58
25/04/2019 ,193.26
26/04/2019 ,191.49
29/04/2019 ,194.78
30/04/2019 ,193.4
